raf_numero;aue_raisonsociale;aue_adresse;aue_codepostal;aue_commune;dpt_id;aue_siteinternet;aue_permis1euro_flag;aue_labelqualite_flag;aue_ecoleasso_flag;aue_aac_flag;aue_cs_flag;A_flag;A1_flag;A2_flag;B_flag;BE_flag;C_flag;C1_flag;CE_flag;C1E_flag;D_flag;D1_flag;DE_flag;D1E_flag;A_taux_1pra;A_taux_xpra;B_taux_1pra;B_taux_1pra_aac;B_taux_1pra_cs;B_taux_xpra;CD_taux_1pra;CD_taux_xpra;aue_enligne_flag
E0104302280;Ecole de Conduite Yssingelaise;18 rue DE TURENNE;43200;YSSINGEAUX;43;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104302300;Auto-école Pierre GENEST;36 route de Saint-Agrève;43400;LE CHAMBON-SUR-LIGNON;43;;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.8;1;0;0.8421;0;0;false
E0104500900;AE des Lycees_Beaudet;16 Rue Emile Zola;45000;ORLEANS;45;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104501960;AUTO ECOLE DE LA SOURCE L UNIVERSITE;14 avenue John F. Kennedy;45100;ORLEANS;45;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502120;ESPACE CONDUITE;10 rue Thiers;45500;GIEN;45;;true;true;false;false;false;true;true;true;true;true;true;false;true;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502470;ecole de conduite STEICHEN;80 rue Jean-Jaurès;45230;CHATILLON-COLIGNY;45;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502570;AUTO ECOLE CASELLA;39 rue de Bel Air;45380;LA CHAPELLE-SAINT-MESMIN;45;;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502640;ECOLE DE CONDUITE LES 3 ROIS;31 GRANDE RUE;45110;CHATEAUNEUF-SUR-LOIRE;45;;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502660;les remparts;33 Rue Porte d'Amont;45130;MEUNG-SUR-LOIRE;45;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502730;CLERY CONDUITE;139 RUE DU MARECHAL FOCH;45370;CLERY-SAINT-ANDRE;45;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502800;TFC FORMATION;93 RUE EUGENE TURBAT BP 8133 BP 8133;45100;ORLEANS;45;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104502830;PUISEAUX AUTO-ECOLE;21 RUE DE PARIS;45390;PUISEAUX;45;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0104503010;AUTO ECOLE SOLTANI;258 Route Nationale;45140;INGRE;45;;false;false;false;false;false;true;true;true;true;true;true;false;true;false;true;false;false;false;0;0;0;0;0;0;0;0;false
E0104503040;SOLTANI;26 rue Albert 1er;45000;ORLEANS;45;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0107528650;E.C.F. Faidherbe;29 RUE CHALIGNY;75012;PARIS;75;;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0107529870;ECF TRINITE;35 RUE NOTRE DAME DE LORETTE;75009;PARIS;75;;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0107530480;BRASSEUR;92 avenue de versailles;75016;PARIS;75;;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0107530760;TOUR EIFFEL;28 rue du laos;75015;PARIS;75;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0107811350;AUTO ECOLE RAYMOND;14 RUE DES PLANTES;78600;MAISONS-LAFFITTE;78;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200201480;AUTO-ECOLE;2 RUE SADI CARNOT;02120;GUISE;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200201620;AUTO ECOLE PATRICK;50 BIS PLACE ROCHEFORT;02830;SAINT-MICHEL;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200201760;AUTO ECOLE COD 'AISNOISE;4 BIS PLACE DU DOCTEUR MARECHAL;02630;WASSIGNY;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200201830;AUTO ECOLE;76 RUE CARNOT;02400;CHATEAU-THIERRY;02;;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200202760;AUTO-ECOLE DU PLATEAU;3 Bis, Place Victor Hugo;02000;LAON;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200202780;AUTO ECOLE;22 AVENUE DE SOISSONS;02400;CHATEAU-THIERRY;02;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203010;AUTO ECOLE;138 Rue Charles de Gaulle;02500;HIRSON;02;;false;false;false;false;false;true;true;true;true;true;true;false;true;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203040;ecole de conduite;11 RUE DU POINT DU JOUR;02000;LAON;02;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203240;AUTO-ECOLE;56 AVENUE DE REIMS;02200;SOISSONS;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203310;AUTO ECOLE;2 avenue François Mitterrand;02500;HIRSON;02;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203440;AUTO ECOLE DES TROIS RIVIERES;14 PLACE VILLEMONT;02500;HIRSON;02;;false;false;false;false;false;true;false;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203460;AUTO ECOLE;74 rue Saint Martin;02400;CHATEAU-THIERRY;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203520;AUTO ECOLE DE LA PASSERELLE;29 BOULEVARD GRAS BRANCOURT;02000;LAON;02;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200203650;AUTO ECOLE CHRISTINE;75 RUE DU GENERAL DE GAULLE;02260;LA CAPELLE;02;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200300340;ESPACE CONDUITE;42 Cours République;03800;GANNAT;03;;true;true;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;1;0.7692;1;1;0;1;0;0;false
E0200400960;GREOUX auto-école;21, rue grande;04800;GREOUX-LES-BAINS;04;;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200400980;Auto-école CER ça roule;30, Bd Latourette;04300;FORCALQUIER;04;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200500210;AUTO ECOLE ZIG-ZAG;4, Rue Charles Aurouze;05000;GAP;05;;true;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.875;0.7857;0.65;1;0;0.7556;0;0;false
E0200600510;AUTO ECOLE CARAVELLE;93 AVENUE BORRIGLIONE;06100;NICE;06;;true;true;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0.3333;0.5;1;0;0.4524;0;0;false
E0200600550;J;14 Rue Dante;06000;NICE;06;;false;true;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0.6667;0.7059;0.4375;0;0;0.4737;0;0;false
E0200600800;C.E.R ARTERO;152 Avenue Général Leclerc;06700;SAINT-LAURENT-DU-VAR;06;;true;true;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.6;1;0;0.5789;0;0;false
E0200601180;GENIA;134 avenue Emile Hugues;06140;VENCE;06;;false;false;false;true;true;false;true;true;true;false;false;false;false;false;false;false;false;false;1;1;0.5833;0.8;1;0.575;0;0;false
E0200601200;DANI DAN;14 RUE AMIRAL COURBET LE SAINT AGNES;06500;MENTON;06;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.5;0.5385;0.6857;1;1;0.7059;0;0;false
E0200601550;AUTO ECOLE DAN;5 PLACE GENERAL GOIRAN;06100;NICE;06;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200601710;AUTO ECOLE FOCH;19, BOULEVARD CHANCEL;06600;ANTIBES;06;;false;false;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0.8;0.8333;0.6364;1;0;0.5556;0;0;false
E0200602360;AUTO ECOLE DU PIOL;45 AVENUE PAUL ARENE;06000;NICE;06;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.75;1;0;0.5556;0;0;false
E0200603010;AUTO ECOLE VAL FLEURI;2 CHEMIN DU VAL FLEURI;06800;CAGNES-SUR-MER;06;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.5385;0.6;0;0.5217;0;0;false
E0200603290;AUTO ECOLE CLUB;16 AVENUE BORRIGLIONE;06000;NICE;06;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.1667;0;0;0.5455;0;0;false
E0200604250;AUTO ECOLE SAINT ROCH;15 RUE DE SOSPEL;06300;NICE;06;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.625;0;0;0.6667;0;0;false
E0200604280;BESSIERES;10 AVENUE FOCH;06230;VILLEFRANCHE-SUR-MER;06;;false;false;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.3636;0;0;0.2778;0;0;false
E0200604420;AUTO ECOLE PARIS DAKAR;4 ALLEE DES PLATANES;06800;CAGNES-SUR-MER;06;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.3333;0.3333;0;0.7143;0;0;false
E0200604640;PAUL DOUMER;50 BOULEVARD PAUL DOUMER;06110;LE CANNET;06;;false;false;false;true;true;false;false;true;true;false;false;false;false;false;false;false;false;false;1;1;0.6;0;1;0.7895;0;0;false
E0200604670;AUTO ECOLE MISTRAL;53 BOULEVARD CARLONE;06200;NICE;06;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.5;0;0;0.4889;0;0;false
E0200604790;AUTO ECOLE R.C.M.;3 RUE VICTOR HUGO;06190;ROQUEBRUNE-CAP-MARTIN;06;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.8095;0.7333;0.5897;0.6667;0.5;0.5758;0;0;false
E0200604810;NICE FLORE;65 BD RENE CASSIN;06200;NICE;06;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.28;0;0;0.3659;0;0;false
E0200604820;GUY;65 ROUTE DE DRAGUIGNAN;06530;PEYMEINADE;06;;false;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.8571;0.9;0.6364;0.7857;1;0.6667;0;0;false
E0200604870;MAC 2 LE PORT;9 RUE ARSON;06300;NICE;06;;true;true;false;true;false;true;false;true;true;false;false;false;false;false;false;false;false;false;0.8077;0.7778;0.5333;0.6667;0;0.5;0;0;false
E0200604880;AUTO ECOLE PERMIS CENTER;7 RUE DE L' HOTEL DES POSTES;06000;NICE;06;;false;false;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.4286;0;0;0.5455;0;0;false
E0200604930;AUTO ECOLE TICHALO;466 BOULEVARD LEON SAUVAN;06690;TOURRETTE-LEVENS;06;;false;false;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.4615;0.5;0;0.45;0;0;false
E0200605000;C.E.R LES DEUX AVENUES;118 BOULEVARD DE CESSOLE;06100;NICE;06;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200605020;AUTO ECOLE DRAGSTER;LE VIVALDI, 14 AVENUE DE NICE ( RN 7 );06800;CAGNES-SUR-MER;06;;true;true;false;true;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0.8;0.75;0.5517;1;0;0.5645;0;0;false
E0200605130;AUTO ECOLE KELLY;37 BIS AVENUE GEORGES CLEMENCEAU;06000;NICE;06;;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;0;0;0.4615;0;0;0.4286;0;0;false
E0200605140;AUTO-ECOLE LECLERC;25 Bd Général Leclerc;06240;BEAUSOLEIL;06;;false;false;false;true;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0.6667;0.6667;0.4;1;0;0.5455;0;0;false
E0200605160;MIOLLIS;1 RUE MIOLLIS;06000;NICE;06;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.5;1;0;0.381;0;0;false
E0200605170;AUTO ECOLE GORBELLA;38 BOULEVARD GORBELLA;06100;NICE;06;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.4737;0;0;0.5172;0;0;false
E0200605200;COSMOS;17 Avenue Auguste Renoir;06800;CAGNES-SUR-MER;06;;false;true;false;true;false;true;false;true;true;false;false;false;false;false;false;false;false;false;1;1;0.8421;0.8571;0;0.7586;0;0;false
E0200605240;DELTA;2 Av  Gal de Gaulle;06130;GRASSE;06;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200701420;AUTO ECOLE FERRY;25 BOULEVARD SAINT DIDIER;07200;AUBENAS;07;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.6122;0.84;0.1667;0.5745;0;0;false
E0200701630;AUTO ECOLE DE LA TOUR;9 RUE JOSEPH VOULOUZAN;07100;BOULIEU-LES-ANNONAY;07;;true;true;false;true;false;true;true;true;true;true;false;true;false;true;false;false;false;false;1;1;0.6429;0.6667;0;0.625;0;0;false
E0200701860;AUTO ECOLE PAILHA;GRANDE RUE;07290;SATILLIEU;07;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.5;0.75;0;0.4;0;0;false
E0200701930;AUTO ECOLE JOSE;62 BIS FAUBOURG JEAN MATHON;07200;AUBENAS;07;;false;false;false;true;false;true;true;true;true;true;false;false;false;false;false;false;false;false;1;0.75;0.6667;0.6667;0;0.6;0;0;false
E0200701970;Auto-école du Champ de Mars;10 RUE AUGUSTE BOUCHET;07200;AUBENAS;07;;true;false;false;true;true;true;true;true;true;true;true;false;true;false;true;false;true;false;0.7647;0.7727;0.5556;0.5714;0;0.6119;0.7808;0.7959;false
E0200702070;AUTO-ECOLE GRANGEOISE;340 RUE DES FRERES MONTGOLFIER;07500;GUILHERAND-GRANGES;07;;false;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.7059;0.6667;0.4118;0.6667;0.3333;0.4262;0;0;false
E0200702120;ARDECHOISE DE CONDUITE;25 Boulevard de la République;07100;ANNONAY;07;;true;true;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.7273;0;0;0.7222;0;0;false
E0200702150;AUTO-ECOLE FONTBELLON;1190 route d'ALES;07200;SAINT-ETIENNE-DE-FONTBELLON;07;;false;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.8333;0.7;0.8182;0.8333;0;0.7222;0;0;false
E0200702250;ECOLE DE CONDUITE DES 2 VALLEES;16 AVENUE LEON BLUM;07800;LA VOULTE-SUR-RHONE;07;;true;true;false;true;true;false;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.5217;0.2727;0.7143;0.5676;0;0;false
E0200702290;AUTO ECOLE VOLLE;13 rue de l'industrie;07200;AUBENAS;07;;false;true;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.5;0.7;0;0.4909;0;0;false
E0200702300;AUTO ECOLE ROUE LIBRE;229 QUAI JULES ROCHE;07340;SERRIERES;07;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200702330;ECOLE DE CONDUITE DES DEUX VALLEES;24 RUE DU PEAGE;07800;CHARMES-SUR-RHONE;07;;true;true;false;true;true;false;true;true;true;false;false;false;false;false;false;false;false;false;0.5;0.3333;0.4286;0.5;0;0.5556;0;0;false
E0200702360;AUTO ECOLE DU CHAMP DE MARS;38 RUE ALBERT SEIBEL;07200;AUBENAS;07;;false;false;false;false;false;true;true;true;true;true;true;false;true;false;true;false;true;false;0;0;0;0;0;0;0;0;false
E0200801230;AUTO ECOLE GRAVE;7 rue du Général de Gaulle;08350;DONCHERY;08;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200801770;AUTO ECOLE PATRICK;6 rue du Château;08380;SIGNY-LE-PETIT;08;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802060;AUTO MOTO ECOLE CARNOT;133 avenue Carnot;08000;CHARLEVILLE-MEZIERES;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802070;AUTO MOTO ECOLE FANTINI;1, rue Jean Lurçat;08440;VIVIER-AU-COURT;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802090;AUTO MOTO ECOLE DELLIERE;7rue du Docteur Gobinet;08300;RETHEL;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802100;AUTO MOTO ECOLE DIDIER;7 rue des Comtes de Rethel;08000;CHARLEVILLE-MEZIERES;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802360;AUTO-ECOLE BENOIT;10 rue Thiers;08200;SEDAN;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802400;AUTO ECOLE CHRISTELLE;5 Rue Arthur Rimbaud;08130;ATTIGNY;08;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802420;S.A.R.L  GUILLOUX;21Bis, Rue du 152ème RI;08300;RETHEL;08;;false;true;false;false;false;false;false;false;true;true;true;false;true;false;true;false;false;false;0;0;0;0;0;0;0;0;false
E0200802460;AUTO-ECOLE BUCHHOLTZ;29 avenue Bourgoin;08300;SAULT-LES-RETHEL;08;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0200802650;AUTO ECOLE DUBOIS CRANCE;63 rue Dubois Crancé;08000;CHARLEVILLE-MEZIERES;08;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001160;GALLIENI;87, avenue Gallieni;10300;SAINTE-SAVINE;10;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001250;auto-ecole galerie Napoléon;72, rue de l'Ecole Militaire;10500;BRIENNE-LE-CHATEAU;10;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001440;conduite 2000;1, Avenue Grassin;10700;ARCIS-SUR-AUBE;10;conduite.2000@orange.fr;true;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001450;auto-école Gornet-Boivin;65 rue Gornet Boivin;10100;ROMILLY-SUR-SEINE;10;;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001470;auto ecole du centre;6 rue de l'abreuvoir;10110;BAR-SUR-SEINE;10;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201001510;DU PERREY;3, rue du Perrey;10370;VILLENAUXE-LA-GRANDE;10;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201100610;Ecole de conduite du Dôme;14 rue du pont  vieux;11000;CARCASSONNE;11;;true;true;false;true;true;true;true;true;true;true;true;true;true;true;true;true;true;true;0.9333;0.9412;0.4382;0.7143;0;0.4423;0.6966;0.6861;false
E0201101050;Auto école La routière;43 Bis Avenue Pasteur;11800;TREBES;11;;false;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;1;1;0.6;1;0;0.5714;0;0;false
E0201101270;Auto-école du Viguier;36 Bis, rue Achille LAUGE;11000;CARCASSONNE;11;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.1818;0;0;0.35;0;0;false
E0201101960;C. E. R.  Marty;46 bis rue Antoine Marty;11000;CARCASSONNE;11;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;1;1;0.6667;1;1;0.6429;0;0;false
E0201102060;Auto-école du Viguier;24, rue du BARRY;11170;PEZENS;11;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201102070;Auto-école du Viguier;1, rue Nationale;11290;MONTREAL;11;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201102130;C.E.R. MARTY;1 boulevard Joliot Curie;11000;CARCASSONNE;11;;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201102140;Auto école ROUSSET;23, rue Elie Sermet;11260;ESPERAZA;11;;false;false;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0.6;1;0;0.6316;0;0;false
E0201201340;AUTO ECOLE DU SEGALA;164 avenue de Toulouse;12160;BARAQUEVILLE;12;;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.4;0.6667;0;0.4545;0;0;false
E0201201570;ECOLE DE CONDUITE REGINE LESCURE;18rue alsace lorraine;12100;MILLAU;12;;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;1;1;0;1;0;0;false
E0201201720;AUTO ECOLE GERARD RAYNAUD;15 PLACE DU 14 JUILLET;12700;CAPDENAC-GARE;12;;true;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201201830;aoto ecole William s Rodez Beteille;47 rue Béteille;12000;RODEZ;12;;true;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;0.9474;0.8966;0.5;0.75;0.5;0.4507;0;0;false
E0201201850;AUTO ECOLE CHRSITEL ASTIER;2 Ave Gambetta;12100;MILLAU;12;;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;0;0;0.6364;1;0;0.7368;0;0;false
E0201201960;AUTO MOTO ECOLE JEROME CAYROL;4 rue Lamartine;12700;CAPDENAC-GARE;12;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201202170;SARL BAGES EUROPERMIS;27 Rue Béteille;12000;RODEZ;12;;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201202180;EUROPERMIS;Avenue du Rouergue;12800;NAUCELLE;12;;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201408800;CAMPUS DELIVRANDE;125 rue de la Délivrande;14000;CAEN;14;;true;true;false;false;false;true;true;true;true;true;true;false;true;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201409980;BIGOT FORMATION;22 rue Saint-Martin;14110;CONDE-SUR-NOIREAU;14;;false;true;false;false;false;true;true;true;true;true;true;false;true;false;true;false;false;false;0;0;0;0;0;0;0;0;false
E0201410040;Ecole de Conduite FREDERIC;23 rue  Georges Clémenceau;14130;PONT-L'EVEQUE;14;;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410250;ECL;11 rue du Général Leclerc;14100;LISIEUX;14;;false;true;false;false;false;true;true;true;true;true;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410300;AE VICTOR HUGO;1 Bld Sainte Anne;14100;LISIEUX;14;;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410430;Auto-Ecole DUPONT Olivier;47 rue du Général Leclerc;14420;POTIGNY;14;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410590;Auto-Ecole WILLY;22 rue des Ecoles;14540;SOLIERS;14;;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410800;OUEST Auto-Ecole;143 rue de Bayeux;14000;CAEN;14;;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201410840;CAEN VENOIX BEAULIEU;38 Bd Georges Pompidou;14000;CAEN;14;;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201500310;AUTO ECOLE ECF Alain;3,Place de la République;15130;ARPAJON-SUR-CERE;15;;true;true;false;true;false;false;true;false;true;true;false;false;false;false;false;false;false;false;0;0;0.3125;0.3333;0;0.3148;1;1;false
E0201500910;CER JEAN LUC GONARD;40 RUE DU TOUR DE VILLE;15600;MAURS;15;;false;false;false;false;false;true;true;true;true;true;true;false;true;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201501210;AUTO ECOLE GANDILHON;Avenue de la gare;15200;LE VIGEAN;15;;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0.3846;0.4;0;0.4815;0;0;false
E0201601030;ECOLE DE CONDUITE FRANCOIS 1er;10 place Jean Monnet;16100;COGNAC;16;;false;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201602010;AUTO ECOLE St JACQUES;13 Avenue de Lattre de Tassigny;16100;COGNAC;16;auto-ecole-cognac.com;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
E0201603030;Auto école de CROUIN;32 Boulevard des Borderies;16100;COGNAC;16;www.automoto-ecole-crouin.com;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;0;0;0;0;0;0;0;0;false
